Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Customer Access About RooMe Page,Firefox 75.0,,,2020-04-27 02:44:23,2020-04-27 02:46:11,1m - 48.193s,FAILED
,,,,,,,
Test Cases/Web RoomMe.id/5. About RoomMe/Customer Access About Us Page,Firefox 75.0,Customer access about us page from homepage footer,aboutus,2020-04-27 02:44:23,2020-04-27 02:45:26,1m - 3.107s,FAILED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 02:44:24,2020-04-27 02:44:36,12.604s,PASSED
"verifyElementVisible(findTestObject(""Web RoomMe.id/RoomMe.id Footer/Button About Us""))",Firefox 75.0,,,2020-04-27 02:44:36,2020-04-27 02:44:38,1.586s,PASSED
"click(findTestObject(""Web RoomMe.id/RoomMe.id Footer/Button About Us""))",Firefox 75.0,,,2020-04-27 02:44:38,2020-04-27 02:44:40,2.198s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 02:44:40,2020-04-27 02:44:40,0.002s,NOT_RUN
"callTestCase(findTestCase(""Web RoomMe.id/5. About RoomMe/Verify About Us Page""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 02:44:40,2020-04-27 02:45:26,46.354s,FAILED
,,,,,,,
Test Cases/Web RoomMe.id/5. About RoomMe/Verify About Us Page,Firefox 75.0,verify about us page element,,2020-04-27 02:45:26,2020-04-27 02:46:11,44.759s,FAILED
"objectSubFolder = ""Web RoomMe.id\RoomMe.id About Us Page\""",Firefox 75.0,,,2020-04-27 02:45:26,2020-04-27 02:45:26,0.000s,PASSED
"pathToObjRep = getProjectDir() + ""\Object Repository\"" + objectSubFolder",Firefox 75.0,,,2020-04-27 02:45:26,2020-04-27 02:45:26,0.000s,PASSED
yourObjects = new java.io.File(pathToObjRep),Firefox 75.0,,,2020-04-27 02:45:26,2020-04-27 02:45:26,0.000s,PASSED
fileNames = yourObjects.list(),Firefox 75.0,,,2020-04-27 02:45:26,2020-04-27 02:45:26,0.000s,PASSED
testObjects = new java.util.ArrayList(),Firefox 75.0,,,2020-04-27 02:45:26,2020-04-27 02:45:26,0.000s,PASSED
"for ([i = 0, i < length, (i++)])",Firefox 75.0,,,2020-04-27 02:45:26,2020-04-27 02:45:26,0.047s,PASSED
for (String obj : testObjects),Firefox 75.0,,,2020-04-27 02:45:26,2020-04-27 02:46:11,44.693s,FAILED
