Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Customer Sign Up,Firefox 75.0,,,2020-04-27 03:01:30,2020-04-27 03:04:36,3m - 5.449s,FAILED
,,,,,,,
Test Cases/Web RoomMe.id/2. Sign Up/1. Sign Up with Valid Data,Firefox 75.0,,,2020-04-27 03:01:30,2020-04-27 03:01:47,16.673s,FAILED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:01:31,2020-04-27 03:01:44,12.736s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:01:44,2020-04-27 03:01:47,3.332s,FAILED
,,,,,,,
Test Cases/Web RoomMe.id/2. Sign Up/5. Customer Input Phone Number with Invalid Format,Firefox 75.0,,,2020-04-27 03:01:47,2020-04-27 03:02:10,23.163s,FAILED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:01:47,2020-04-27 03:02:07,19.743s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:02:07,2020-04-27 03:02:10,3.104s,FAILED
,,,,,,,
Test Cases/Web RoomMe.id/2. Sign Up/3. Customer Input Name Field with Invalid Format,Firefox 75.0,,,2020-04-27 03:02:10,2020-04-27 03:02:34,23.442s,FAILED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:02:11,2020-04-27 03:02:31,20.049s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:02:31,2020-04-27 03:02:34,3.155s,FAILED
,,,,,,,
Test Cases/Web RoomMe.id/2. Sign Up/4. Customer Input Email with Invalid Format,Firefox 75.0,,,2020-04-27 03:02:34,2020-04-27 03:03:00,25.969s,FAILED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:02:34,2020-04-27 03:02:55,21.400s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:02:55,2020-04-27 03:03:00,4.262s,FAILED
,,,,,,,
Test Cases/Web RoomMe.id/2. Sign Up/5. Customer Input Phone Number with Invalid Format,Firefox 75.0,,,2020-04-27 03:03:00,2020-04-27 03:03:24,24.095s,FAILED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:03:00,2020-04-27 03:03:21,20.949s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:03:21,2020-04-27 03:03:24,3.143s,FAILED
,,,,,,,
Test Cases/Web RoomMe.id/2. Sign Up/6. Customer Input Password with Invalid Format,Firefox 75.0,,,2020-04-27 03:03:24,2020-04-27 03:03:47,23.239s,FAILED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:03:24,2020-04-27 03:03:43,19.353s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:03:43,2020-04-27 03:03:47,3.654s,FAILED
,,,,,,,
Test Cases/Web RoomMe.id/2. Sign Up/7. Customer Input Confirm Password with Invalid Format,Firefox 75.0,,,2020-04-27 03:03:47,2020-04-27 03:04:12,24.984s,FAILED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:03:47,2020-04-27 03:04:09,21.548s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:04:09,2020-04-27 03:04:12,3.208s,FAILED
,,,,,,,
Test Cases/Web RoomMe.id/2. Sign Up/8. Sign Up with Already Registered Email,Firefox 75.0,,,2020-04-27 03:04:12,2020-04-27 03:04:36,23.537s,FAILED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/1. Customer Access RoomMe Page""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:04:12,2020-04-27 03:04:33,20.246s,PASSED
"callTestCase(findTestCase(""Web RoomMe.id/1. Homepage/2. Verify Header RoomMe.id""), [:], STOP_ON_FAILURE)",Firefox 75.0,,,2020-04-27 03:04:33,2020-04-27 03:04:36,3.052s,FAILED
